2021-09-20 14:48:15:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-20_12.txt
2021-09-29 17:35:03:[GL          ] Using the "OpenGL" graphics system
2021-09-29 17:35:03:[GL          ] Backend used <angle_sdl2>
2021-09-29 17:35:03:[GL          ] OpenGL version <b'OpenGL ES 3.0.0 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 17:35:03:[GL          ] OpenGL vendor <b'Google Inc.'>
2021-09-29 17:35:03:[GL          ] OpenGL renderer <b'ANGLE (AMD Radeon(TM) Vega 8 Graphics Direct3D11 vs_5_0 ps_5_0)'>
2021-09-29 17:35:03:[GL          ] OpenGL parsed version: 3, 0
2021-09-29 17:35:03:[GL          ] Shading version <b'OpenGL ES GLSL ES 3.00 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 17:35:03:[GL          ] Texture max size <16384>
2021-09-29 17:35:03:[GL          ] Texture max units <16>
2021-09-29 17:35:03:[Window      ] auto add sdl2 input provider
2021-09-29 17:35:03:[Window      ] virtual keyboard not allowed, single mode, not docked
2021-09-29 17:35:03:[Text        ] Provider: sdl2
2021-09-29 17:35:03:[GL          ] NPOT texture support is available
2021-09-29 17:35:03:[GL          ] Unpack subimage support is available
2021-09-29 17:35:05:[Base        ] Start application main loop
2021-09-29 17:35:09:[Custom-scanPath ] D:\Sliver_Star\Sliver_Star_TotalSecurity\WINDOWS-BUILD\203\Dima Total Security ( Office Build )\DIMA_Total_Security_Setup.x64 (64bit).exe
2021-09-29 17:37:19:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-29_1.txt
2021-09-29 17:37:19:[deps        ] Successfully imported "kivy_deps.angle" 0.3.0
2021-09-29 17:37:19:[deps        ] Successfully imported "kivy_deps.glew" 0.3.0
2021-09-29 17:37:19:[deps        ] Successfully imported "kivy_deps.sdl2" 0.3.1
2021-09-29 17:37:19:[Kivy        ] v2.0.0
2021-09-29 17:37:19:[Kivy        ] Installed at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\__init__.py"
2021-09-29 17:37:19:[Python      ] v3.7.3 (v3.7.3:ef4ec6ed12, Mar 25 2019, 22:22:05) [MSC v.1916 64 bit (AMD64)]
2021-09-29 17:37:19:[Python      ] Interpreter at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\python.exe"
2021-09-29 17:37:19:[KivyMD      ] v0.104.1
2021-09-29 17:37:19:[Factory     ] 186 symbols loaded
2021-09-29 17:37:19:[Image       ] Providers: img_tex, img_dds, img_sdl2, img_pil (img_ffpyplayer ignored)
2021-09-29 17:37:19:[Window      ] Provider: sdl2
2021-09-29 17:37:19:[Window      ] Activate GLES2/ANGLE context
2021-09-29 17:37:19:[GL          ] Using the "OpenGL" graphics system
2021-09-29 17:37:20:[GL          ] Backend used <angle_sdl2>
2021-09-29 17:37:20:[GL          ] OpenGL version <b'OpenGL ES 3.0.0 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 17:37:20:[GL          ] OpenGL vendor <b'Google Inc.'>
2021-09-29 17:37:20:[GL          ] OpenGL renderer <b'ANGLE (AMD Radeon(TM) Vega 8 Graphics Direct3D11 vs_5_0 ps_5_0)'>
2021-09-29 17:37:20:[GL          ] OpenGL parsed version: 3, 0
2021-09-29 17:37:20:[GL          ] Shading version <b'OpenGL ES GLSL ES 3.00 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 17:37:20:[GL          ] Texture max size <16384>
2021-09-29 17:37:20:[GL          ] Texture max units <16>
2021-09-29 17:37:20:[Window      ] auto add sdl2 input provider
2021-09-29 17:37:20:[Window      ] virtual keyboard not allowed, single mode, not docked
2021-09-29 17:37:20:[Text        ] Provider: sdl2
2021-09-29 17:37:20:[GL          ] NPOT texture support is available
2021-09-29 17:37:20:[GL          ] Unpack subimage support is available
2021-09-29 17:37:22:[Base        ] Start application main loop
2021-09-29 17:37:26:[Custom-scanPath ] D:\Sliver_Star\Sliver_Star_TotalSecurity\WINDOWS-BUILD\203\Dima Total Security ( Office Build )\DIMA_Total_Security_Setup.x64 (64bit).exe
2021-09-29 17:40:22:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-29_0.txt
2021-09-29 17:40:22:[deps        ] Successfully imported "kivy_deps.angle" 0.3.0
2021-09-29 17:40:22:[deps        ] Successfully imported "kivy_deps.glew" 0.3.0
2021-09-29 17:40:22:[deps        ] Successfully imported "kivy_deps.sdl2" 0.3.1
2021-09-29 17:40:22:[Kivy        ] v2.0.0
2021-09-29 17:40:22:[Kivy        ] Installed at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\__init__.py"
2021-09-29 17:40:22:[Python      ] v3.7.3 (v3.7.3:ef4ec6ed12, Mar 25 2019, 22:22:05) [MSC v.1916 64 bit (AMD64)]
2021-09-29 17:40:22:[Python      ] Interpreter at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\python.exe"
2021-09-29 17:40:22:[KivyMD      ] v0.104.1
2021-09-29 17:40:22:[Factory     ] 186 symbols loaded
2021-09-29 17:40:22:[Image       ] Providers: img_tex, img_dds, img_sdl2, img_pil (img_ffpyplayer ignored)
2021-09-29 17:40:22:[Window      ] Provider: sdl2
2021-09-29 17:40:22:[Window      ] Activate GLES2/ANGLE context
2021-09-29 17:40:22:[GL          ] Using the "OpenGL" graphics system
2021-09-29 17:40:22:[GL          ] Backend used <angle_sdl2>
2021-09-29 17:40:22:[GL          ] OpenGL version <b'OpenGL ES 3.0.0 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 17:40:22:[GL          ] OpenGL vendor <b'Google Inc.'>
2021-09-29 17:40:22:[GL          ] OpenGL renderer <b'ANGLE (AMD Radeon(TM) Vega 8 Graphics Direct3D11 vs_5_0 ps_5_0)'>
2021-09-29 17:40:22:[GL          ] OpenGL parsed version: 3, 0
2021-09-29 17:40:22:[GL          ] Shading version <b'OpenGL ES GLSL ES 3.00 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 17:40:22:[GL          ] Texture max size <16384>
2021-09-29 17:40:22:[GL          ] Texture max units <16>
2021-09-29 17:40:22:[Window      ] auto add sdl2 input provider
2021-09-29 17:40:22:[Window      ] virtual keyboard not allowed, single mode, not docked
2021-09-29 17:40:22:[Text        ] Provider: sdl2
2021-09-29 17:40:22:[GL          ] NPOT texture support is available
2021-09-29 17:40:23:[GL          ] Unpack subimage support is available
2021-09-29 17:40:25:[Base        ] Start application main loop
2021-09-29 17:40:27:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-29_11.txt
2021-09-29 17:40:27:[deps        ] Successfully imported "kivy_deps.angle" 0.3.0
2021-09-29 17:40:27:[deps        ] Successfully imported "kivy_deps.glew" 0.3.0
2021-09-29 17:40:27:[deps        ] Successfully imported "kivy_deps.sdl2" 0.3.1
2021-09-29 17:40:27:[Kivy        ] v2.0.0
2021-09-29 17:40:27:[Kivy        ] Installed at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\__init__.py"
2021-09-29 17:40:27:[Python      ] v3.7.3 (v3.7.3:ef4ec6ed12, Mar 25 2019, 22:22:05) [MSC v.1916 64 bit (AMD64)]
2021-09-29 17:40:27:[Python      ] Interpreter at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\python.exe"
2021-09-29 17:40:27:[KivyMD      ] v0.104.1
2021-09-29 17:40:27:[Factory     ] 186 symbols loaded
2021-09-29 17:40:27:[Image       ] Providers: img_tex, img_dds, img_sdl2, img_pil (img_ffpyplayer ignored)
2021-09-29 17:40:28:[Window      ] Provider: sdl2
2021-09-29 17:40:28:[Window      ] Activate GLES2/ANGLE context
2021-09-29 17:40:28:[GL          ] Using the "OpenGL" graphics system
2021-09-29 17:40:28:[GL          ] Backend used <angle_sdl2>
2021-09-29 17:40:28:[GL          ] OpenGL version <b'OpenGL ES 3.0.0 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 17:40:28:[GL          ] OpenGL vendor <b'Google Inc.'>
2021-09-29 17:40:28:[GL          ] OpenGL renderer <b'ANGLE (AMD Radeon(TM) Vega 8 Graphics Direct3D11 vs_5_0 ps_5_0)'>
2021-09-29 17:40:28:[GL          ] OpenGL parsed version: 3, 0
2021-09-29 17:40:28:[GL          ] Shading version <b'OpenGL ES GLSL ES 3.00 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 17:40:28:[GL          ] Texture max size <16384>
2021-09-29 17:40:28:[GL          ] Texture max units <16>
2021-09-29 17:40:28:[Window      ] auto add sdl2 input provider
2021-09-29 17:40:28:[Window      ] virtual keyboard not allowed, single mode, not docked
2021-09-29 17:40:28:[Text        ] Provider: sdl2
2021-09-29 17:40:28:[GL          ] NPOT texture support is available
2021-09-29 17:40:28:[GL          ] Unpack subimage support is available
2021-09-29 17:40:30:[Base        ] Start application main loop
2021-09-29 17:40:37:[Custom-scanPath ] D:\Sliver_Star\Sliver_Star_TotalSecurity\WINDOWS-BUILD\203\Dima Total Security ( Office Build )\DIMA_Total_Security_Setup.x64 (64bit).exe
2021-09-29 17:42:57:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-29_0.txt
2021-09-29 17:42:57:[deps        ] Successfully imported "kivy_deps.angle" 0.3.0
2021-09-29 17:42:57:[deps        ] Successfully imported "kivy_deps.glew" 0.3.0
2021-09-29 17:42:57:[deps        ] Successfully imported "kivy_deps.sdl2" 0.3.1
2021-09-29 17:42:57:[Kivy        ] v2.0.0
2021-09-29 17:42:57:[Kivy        ] Installed at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\__init__.py"
2021-09-29 17:42:57:[Python      ] v3.7.3 (v3.7.3:ef4ec6ed12, Mar 25 2019, 22:22:05) [MSC v.1916 64 bit (AMD64)]
2021-09-29 17:42:57:[Python      ] Interpreter at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\python.exe"
2021-09-29 17:42:57:[KivyMD      ] v0.104.1
2021-09-29 17:42:57:[Factory     ] 186 symbols loaded
2021-09-29 17:42:57:[Image       ] Providers: img_tex, img_dds, img_sdl2, img_pil (img_ffpyplayer ignored)
2021-09-29 17:42:57:[Window      ] Provider: sdl2
2021-09-29 17:42:57:[Window      ] Activate GLES2/ANGLE context
2021-09-29 17:42:57:[GL          ] Using the "OpenGL" graphics system
2021-09-29 17:42:57:[GL          ] Backend used <angle_sdl2>
2021-09-29 17:42:57:[GL          ] OpenGL version <b'OpenGL ES 3.0.0 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 17:42:57:[GL          ] OpenGL vendor <b'Google Inc.'>
2021-09-29 17:42:57:[GL          ] OpenGL renderer <b'ANGLE (AMD Radeon(TM) Vega 8 Graphics Direct3D11 vs_5_0 ps_5_0)'>
2021-09-29 17:42:57:[GL          ] OpenGL parsed version: 3, 0
2021-09-29 17:42:57:[GL          ] Shading version <b'OpenGL ES GLSL ES 3.00 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 17:42:57:[GL          ] Texture max size <16384>
2021-09-29 17:42:57:[GL          ] Texture max units <16>
2021-09-29 17:42:57:[Window      ] auto add sdl2 input provider
2021-09-29 17:42:57:[Window      ] virtual keyboard not allowed, single mode, not docked
2021-09-29 17:42:57:[Text        ] Provider: sdl2
2021-09-29 17:42:57:[GL          ] NPOT texture support is available
2021-09-29 17:42:58:[GL          ] Unpack subimage support is available
2021-09-29 17:42:59:[Base        ] Start application main loop
2021-09-29 17:43:03:[Custom-scanPath ] D:\Sliver_Star\Sliver_Star_TotalSecurity\WINDOWS-BUILD\203\Dima Total Security ( Office Build )\DIMA_Total_Security_Setup.x64 (64bit).exe
2021-09-29 17:44:35:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-29_1.txt
2021-09-29 17:44:35:[deps        ] Successfully imported "kivy_deps.angle" 0.3.0
2021-09-29 17:44:35:[deps        ] Successfully imported "kivy_deps.glew" 0.3.0
2021-09-29 17:44:35:[deps        ] Successfully imported "kivy_deps.sdl2" 0.3.1
2021-09-29 17:44:35:[Kivy        ] v2.0.0
2021-09-29 17:44:35:[Kivy        ] Installed at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\__init__.py"
2021-09-29 17:44:35:[Python      ] v3.7.3 (v3.7.3:ef4ec6ed12, Mar 25 2019, 22:22:05) [MSC v.1916 64 bit (AMD64)]
2021-09-29 17:44:35:[Python      ] Interpreter at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\python.exe"
2021-09-29 17:44:35:[KivyMD      ] v0.104.1
2021-09-29 17:44:35:[Factory     ] 186 symbols loaded
2021-09-29 17:44:35:[Image       ] Providers: img_tex, img_dds, img_sdl2, img_pil (img_ffpyplayer ignored)
2021-09-29 17:44:35:[Window      ] Provider: sdl2
2021-09-29 17:44:35:[Window      ] Activate GLES2/ANGLE context
2021-09-29 17:44:35:[GL          ] Using the "OpenGL" graphics system
2021-09-29 17:44:35:[GL          ] Backend used <angle_sdl2>
2021-09-29 17:44:35:[GL          ] OpenGL version <b'OpenGL ES 3.0.0 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 17:44:35:[GL          ] OpenGL vendor <b'Google Inc.'>
2021-09-29 17:44:35:[GL          ] OpenGL renderer <b'ANGLE (AMD Radeon(TM) Vega 8 Graphics Direct3D11 vs_5_0 ps_5_0)'>
2021-09-29 17:44:35:[GL          ] OpenGL parsed version: 3, 0
2021-09-29 17:44:35:[GL          ] Shading version <b'OpenGL ES GLSL ES 3.00 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 17:44:35:[GL          ] Texture max size <16384>
2021-09-29 17:44:35:[GL          ] Texture max units <16>
2021-09-29 17:44:35:[Window      ] auto add sdl2 input provider
2021-09-29 17:44:35:[Window      ] virtual keyboard not allowed, single mode, not docked
2021-09-29 17:44:35:[Text        ] Provider: sdl2
2021-09-29 17:44:35:[GL          ] NPOT texture support is available
2021-09-29 17:44:36:[GL          ] Unpack subimage support is available
2021-09-29 17:44:37:[Base        ] Start application main loop
2021-09-29 17:44:41:[Custom-scanPath ] D:\Sliver_Star\Sliver_Star_TotalSecurity\WINDOWS-BUILD\203\Dima Total Security ( Office Build )\DIMA_Total_Security_Setup.x64 (64bit).exe
2021-09-29 17:45:31:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-29_0.txt
2021-09-29 17:45:31:[deps        ] Successfully imported "kivy_deps.angle" 0.3.0
2021-09-29 17:45:31:[deps        ] Successfully imported "kivy_deps.glew" 0.3.0
2021-09-29 17:45:31:[deps        ] Successfully imported "kivy_deps.sdl2" 0.3.1
2021-09-29 17:45:31:[Kivy        ] v2.0.0
2021-09-29 17:45:31:[Kivy        ] Installed at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\__init__.py"
2021-09-29 17:45:31:[Python      ] v3.7.3 (v3.7.3:ef4ec6ed12, Mar 25 2019, 22:22:05) [MSC v.1916 64 bit (AMD64)]
2021-09-29 17:45:31:[Python      ] Interpreter at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\python.exe"
2021-09-29 17:45:31:[KivyMD      ] v0.104.1
2021-09-29 17:45:31:[Factory     ] 186 symbols loaded
2021-09-29 17:45:31:[Image       ] Providers: img_tex, img_dds, img_sdl2, img_pil (img_ffpyplayer ignored)
2021-09-29 17:45:31:[Window      ] Provider: sdl2
2021-09-29 17:45:31:[Window      ] Activate GLES2/ANGLE context
2021-09-29 17:45:31:[GL          ] Using the "OpenGL" graphics system
2021-09-29 17:45:31:[GL          ] Backend used <angle_sdl2>
2021-09-29 17:45:31:[GL          ] OpenGL version <b'OpenGL ES 3.0.0 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 17:45:31:[GL          ] OpenGL vendor <b'Google Inc.'>
2021-09-29 17:45:31:[GL          ] OpenGL renderer <b'ANGLE (AMD Radeon(TM) Vega 8 Graphics Direct3D11 vs_5_0 ps_5_0)'>
2021-09-29 17:45:31:[GL          ] OpenGL parsed version: 3, 0
2021-09-29 17:45:31:[GL          ] Shading version <b'OpenGL ES GLSL ES 3.00 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 17:45:31:[GL          ] Texture max size <16384>
2021-09-29 17:45:31:[GL          ] Texture max units <16>
2021-09-29 17:45:31:[Window      ] auto add sdl2 input provider
2021-09-29 17:45:31:[Window      ] virtual keyboard not allowed, single mode, not docked
2021-09-29 17:45:31:[Text        ] Provider: sdl2
2021-09-29 17:45:31:[GL          ] NPOT texture support is available
2021-09-29 17:45:32:[GL          ] Unpack subimage support is available
2021-09-29 17:45:33:[Base        ] Start application main loop
2021-09-29 17:45:38:[Custom-scanPath ] D:\Sliver_Star\Sliver_Star_TotalSecurity\WINDOWS-BUILD\203\Dima Total Security ( Office Build )\DIMA_Total_Security_Setup.x64 (64bit).exe
2021-09-30 09:50:47:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-30_1.txt
2021-09-30 09:50:47:[deps        ] Successfully imported "kivy_deps.angle" 0.3.0
2021-09-30 09:50:47:[deps        ] Successfully imported "kivy_deps.glew" 0.3.0
2021-09-30 09:50:47:[deps        ] Successfully imported "kivy_deps.sdl2" 0.3.1
2021-09-30 09:50:47:[Kivy        ] v2.0.0
2021-09-30 09:50:47:[Kivy        ] Installed at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\__init__.py"
2021-09-30 09:50:47:[Python      ] v3.7.3 (v3.7.3:ef4ec6ed12, Mar 25 2019, 22:22:05) [MSC v.1916 64 bit (AMD64)]
2021-09-30 09:50:47:[Python      ] Interpreter at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\python.exe"
2021-09-30 09:50:47:[KivyMD      ] v0.104.1
2021-09-30 09:50:47:[Factory     ] 186 symbols loaded
2021-09-30 09:50:48:[Image       ] Providers: img_tex, img_dds, img_sdl2, img_pil (img_ffpyplayer ignored)
2021-09-30 09:50:48:[Window      ] Provider: sdl2
2021-09-30 09:50:48:[Window      ] Activate GLES2/ANGLE context
2021-09-30 09:50:49:[GL          ] Using the "OpenGL" graphics system
2021-09-30 09:50:49:[GL          ] Backend used <angle_sdl2>
2021-09-30 09:50:49:[GL          ] OpenGL version <b'OpenGL ES 3.0.0 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-30 09:50:49:[GL          ] OpenGL vendor <b'Google Inc.'>
2021-09-30 09:50:49:[GL          ] OpenGL renderer <b'ANGLE (AMD Radeon(TM) Vega 8 Graphics Direct3D11 vs_5_0 ps_5_0)'>
2021-09-30 09:50:49:[GL          ] OpenGL parsed version: 3, 0
2021-09-30 09:50:49:[GL          ] Shading version <b'OpenGL ES GLSL ES 3.00 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-30 09:50:49:[GL          ] Texture max size <16384>
2021-09-30 09:50:49:[GL          ] Texture max units <16>
2021-09-30 09:50:49:[Window      ] auto add sdl2 input provider
2021-09-30 09:50:49:[Window      ] virtual keyboard not allowed, single mode, not docked
2021-09-30 09:50:49:[Text        ] Provider: sdl2
2021-09-30 09:50:49:[GL          ] NPOT texture support is available
2021-09-30 09:50:49:[GL          ] Unpack subimage support is available
2021-09-30 09:50:51:[Base        ] Start application main loop
2021-09-30 09:50:54:Full-Scan Process Started !!
2021-09-30 09:50:54:[Act_Drivers ] ['C:/', 'D:/']
2021-09-30 09:51:20:Internet-Connection Error
2021-09-30 09:51:28:Internet-Connection Error
2021-09-30 09:51:29:Internet-Connection Error
2021-09-30 09:51:32:Internet-Connection Error
2021-09-30 09:51:43:Internet-Connection Error
2021-09-30 09:51:56:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-30_0.txt
2021-09-30 09:51:56:[deps        ] Successfully imported "kivy_deps.angle" 0.3.0
2021-09-30 09:51:56:[deps        ] Successfully imported "kivy_deps.glew" 0.3.0
2021-09-30 09:51:56:[deps        ] Successfully imported "kivy_deps.sdl2" 0.3.1
2021-09-30 09:51:56:[Kivy        ] v2.0.0
2021-09-30 09:51:56:[Kivy        ] Installed at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\__init__.py"
2021-09-30 09:51:56:[Python      ] v3.7.3 (v3.7.3:ef4ec6ed12, Mar 25 2019, 22:22:05) [MSC v.1916 64 bit (AMD64)]
2021-09-30 09:51:56:[Python      ] Interpreter at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\python.exe"
2021-09-30 09:51:56:[Logger      ] Purge log fired. Analysing...
2021-09-30 09:51:56:[Logger      ] Purge finished!
2021-09-30 09:51:56:[KivyMD      ] v0.104.1
2021-09-30 09:51:56:[Factory     ] 186 symbols loaded
2021-09-30 09:51:57:[Image       ] Providers: img_tex, img_dds, img_sdl2, img_pil (img_ffpyplayer ignored)
2021-09-30 09:51:57:[Window      ] Provider: sdl2
2021-09-30 09:51:57:[Window      ] Activate GLES2/ANGLE context
2021-09-30 09:51:57:[GL          ] Using the "OpenGL" graphics system
2021-09-30 09:51:57:[GL          ] Backend used <angle_sdl2>
2021-09-30 09:51:57:[GL          ] OpenGL version <b'OpenGL ES 3.0.0 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-30 09:51:57:[GL          ] OpenGL vendor <b'Google Inc.'>
2021-09-30 09:51:57:[GL          ] OpenGL renderer <b'ANGLE (AMD Radeon(TM) Vega 8 Graphics Direct3D11 vs_5_0 ps_5_0)'>
2021-09-30 09:51:57:[GL          ] OpenGL parsed version: 3, 0
2021-09-30 09:51:57:[GL          ] Shading version <b'OpenGL ES GLSL ES 3.00 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-30 09:51:57:[GL          ] Texture max size <16384>
2021-09-30 09:51:57:[GL          ] Texture max units <16>
2021-09-30 09:51:57:[Window      ] auto add sdl2 input provider
2021-09-30 09:51:57:[Window      ] virtual keyboard not allowed, single mode, not docked
2021-09-30 09:51:57:[Text        ] Provider: sdl2
2021-09-30 09:51:57:[GL          ] NPOT texture support is available
2021-09-30 09:51:58:[GL          ] Unpack subimage support is available
2021-09-30 09:51:59:[Base        ] Start application main loop
2021-09-30 09:52:01:Full-Scan Process Started !!
2021-09-30 09:52:01:[Act_Drivers ] ['C:/', 'D:/']
2021-09-30 09:52:23:Internet-Connection Error
2021-09-30 09:52:27:Internet-Connection Error
2021-09-30 09:52:36:Internet-Connection Error
2021-09-30 09:52:51:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-30_2.txt
2021-09-30 09:52:51:[deps        ] Successfully imported "kivy_deps.angle" 0.3.0
2021-09-30 09:52:51:[deps        ] Successfully imported "kivy_deps.glew" 0.3.0
2021-09-30 09:52:51:[deps        ] Successfully imported "kivy_deps.sdl2" 0.3.1
2021-09-30 09:52:51:[Kivy        ] v2.0.0
2021-09-30 09:52:51:[Kivy        ] Installed at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\__init__.py"
2021-09-30 09:52:51:[Python      ] v3.7.3 (v3.7.3:ef4ec6ed12, Mar 25 2019, 22:22:05) [MSC v.1916 64 bit (AMD64)]
2021-09-30 09:52:51:[Python      ] Interpreter at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\python.exe"
2021-09-30 09:52:51:[KivyMD      ] v0.104.1
2021-09-30 09:52:51:[Factory     ] 186 symbols loaded
2021-09-30 09:52:51:[Image       ] Providers: img_tex, img_dds, img_sdl2, img_pil (img_ffpyplayer ignored)
2021-09-30 09:52:51:[Window      ] Provider: sdl2
2021-09-30 09:52:51:[Window      ] Activate GLES2/ANGLE context
2021-09-30 09:52:52:[GL          ] Using the "OpenGL" graphics system
2021-09-30 09:52:52:[GL          ] Backend used <angle_sdl2>
2021-09-30 09:52:52:[GL          ] OpenGL version <b'OpenGL ES 3.0.0 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-30 09:52:52:[GL          ] OpenGL vendor <b'Google Inc.'>
2021-09-30 09:52:52:[GL          ] OpenGL renderer <b'ANGLE (AMD Radeon(TM) Vega 8 Graphics Direct3D11 vs_5_0 ps_5_0)'>
2021-09-30 09:52:52:[GL          ] OpenGL parsed version: 3, 0
2021-09-30 09:52:52:[GL          ] Shading version <b'OpenGL ES GLSL ES 3.00 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-30 09:52:52:[GL          ] Texture max size <16384>
2021-09-30 09:52:52:[GL          ] Texture max units <16>
2021-09-30 09:52:52:[Window      ] auto add sdl2 input provider
2021-09-30 09:52:52:[Window      ] virtual keyboard not allowed, single mode, not docked
2021-09-30 09:52:52:[Text        ] Provider: sdl2
2021-09-30 09:52:52:[GL          ] NPOT texture support is available
2021-09-30 09:52:52:[GL          ] Unpack subimage support is available
2021-09-30 09:52:54:[Base        ] Start application main loop
2021-09-30 09:52:56:Full-Scan Process Started !!
2021-09-30 09:52:56:[Act_Drivers ] ['C:/', 'D:/']
2021-09-30 09:53:15:Internet-Connection Error
2021-09-30 09:53:28:Internet-Connection Error
2021-09-30 09:53:30:Internet-Connection Error
2021-09-30 09:53:31:Internet-Connection Error
2021-09-30 09:53:34:Internet-Connection Error
2021-09-30 09:53:40:Internet-Connection Error
2021-09-30 09:53:41:Internet-Connection Error
2021-09-30 09:54:01:Internet-Connection Error
2021-09-30 09:54:06:Internet-Connection Error
2021-09-30 09:54:26:Internet-Connection Error
2021-09-30 09:54:28:Internet-Connection Error
2021-09-30 09:54:51:Internet-Connection Error
2021-09-30 09:54:54:Internet-Connection Error
2021-09-30 09:54:57:Internet-Connection Error
2021-09-30 09:54:58:Internet-Connection Error
2021-09-30 09:55:00:Internet-Connection Error
2021-09-30 09:55:08:Internet-Connection Error
2021-09-30 09:55:17:Internet-Connection Error
2021-09-30 09:55:29:Internet-Connection Error
2021-09-30 09:57:29:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-30_0.txt
2021-09-30 09:57:29:[deps        ] Successfully imported "kivy_deps.angle" 0.3.0
2021-09-30 09:57:29:[deps        ] Successfully imported "kivy_deps.glew" 0.3.0
2021-09-30 09:57:29:[deps        ] Successfully imported "kivy_deps.sdl2" 0.3.1
2021-09-30 09:57:29:[Kivy        ] v2.0.0
2021-09-30 09:57:29:[Kivy        ] Installed at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\__init__.py"
2021-09-30 09:57:29:[Python      ] v3.7.3 (v3.7.3:ef4ec6ed12, Mar 25 2019, 22:22:05) [MSC v.1916 64 bit (AMD64)]
2021-09-30 09:57:29:[Python      ] Interpreter at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\python.exe"
2021-09-30 09:57:29:[Logger      ] Purge log fired. Analysing...
2021-09-30 09:57:29:[Logger      ] Purge finished!
2021-09-30 09:57:29:[KivyMD      ] v0.104.1
2021-09-30 09:57:29:[Factory     ] 186 symbols loaded
2021-09-30 09:57:29:[Image       ] Providers: img_tex, img_dds, img_sdl2, img_pil (img_ffpyplayer ignored)
2021-09-30 09:57:29:[Window      ] Provider: sdl2
2021-09-30 09:57:29:[Window      ] Activate GLES2/ANGLE context
